"Name","Location","Type","Namespace","Source","Reference Count","Offcut Ref Count"
"what","External[ ? ]","External Function","<EXTERNAL>::std::logic_error","Imported","1","0"
"__throw_length_error","External[ ? ]","External Function","<EXTERNAL>::std::__vector_base_common<true>","Imported","1","0"
"logic_error","External[ ? ]","External Function","<EXTERNAL>::std::logic_error","Imported","1","0"
"abort","External[ ? ]","External Function","<EXTERNAL>","Imported","1","0"
"fprintf","External[ ? ]","External Function","<EXTERNAL>","Imported","1","0"
"rand","External[ ? ]","External Function","<EXTERNAL>","Imported","1","0"
"strncasecmp","External[ ? ]","External Function","<EXTERNAL>","Imported","1","0"
"QueryMemoryInfo","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"SetMemoryHeapSize","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"AllocateMemoryBlock","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"GetTotalFreeSize","External[ ? ]","External Function","<EXTERNAL>::nn::mem::StandardAllocator","Imported","1","0"
"GetAllocatableSize","External[ ? ]","External Function","<EXTERNAL>::nn::mem::StandardAllocator","Imported","1","0"
"quick_exit","External[ ? ]","External Function","<EXTERNAL>","Imported","1","0"
"sprintf","External[ ? ]","External Function","<EXTERNAL>","Imported","1","0"
"__assert_fail","External[ ? ]","External Function","<EXTERNAL>","Imported","1","0"
"vsprintf","External[ ? ]","External Function","<EXTERNAL>","Imported","1","0"
"YieldThread","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"TryLockMutex","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"IsReadLockHeld","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"AcquireReadLock","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"ReleaseReadLock","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"AcquireWriteLock","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"ReleaseWriteLock","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"FinalizeReaderWriterLock","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"InitializeReaderWriterLock","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"IsMutexLockedByCurrentThread","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"IsWriteLockHeldByCurrentThread","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"TimedWaitEvent","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"GetCurrentThread","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"SetThreadCoreMask","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"GetCurrentCoreNumber","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"GetThreadNamePointer","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"GetThreadAvailableCoreMask","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"WaitEvent","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"now","External[ ? ]","External Function","<EXTERNAL>::std::chrono::steady_clock","Imported","1","0"
"ShowControllerSupport","External[ ? ]","External Function","<EXTERNAL>::nn::hid","Imported","1","0"
"ShowShopAddOnContentList","External[ ? ]","External Function","<EXTERNAL>::nn::ec","Imported","1","0"
"ShowShopApplicationInformation","External[ ? ]","External Function","<EXTERNAL>::nn::ec","Imported","1","0"
"CreateFile","External[ ? ]","External Function","<EXTERNAL>::nn::fs","Imported","1","0"
"DeleteFile","External[ ? ]","External Function","<EXTERNAL>::nn::fs","Imported","1","0"
"GetEntryType","External[ ? ]","External Function","<EXTERNAL>::nn::fs","Imported","1","0"
"SetAllocator","External[ ? ]","External Function","<EXTERNAL>::nn::fs","Imported","1","0"
"MountSaveData","External[ ? ]","External Function","<EXTERNAL>::nn::fs","Imported","1","0"
"OpenDirectory","External[ ? ]","External Function","<EXTERNAL>::nn::fs","Imported","1","0"
"ReadDirectory","External[ ? ]","External Function","<EXTERNAL>::nn::fs","Imported","1","0"
"CloseDirectory","External[ ? ]","External Function","<EXTERNAL>::nn::fs","Imported","1","0"
"CommitSaveData","External[ ? ]","External Function","<EXTERNAL>::nn::fs","Imported","1","0"
"EnsureSaveData","External[ ? ]","External Function","<EXTERNAL>::nn::fs","Imported","1","0"
"CreateDirectory","External[ ? ]","External Function","<EXTERNAL>::nn::fs","Imported","1","0"
"MountAddOnContent","External[ ? ]","External Function","<EXTERNAL>::nn::fs","Imported","1","0"
"IsSaveDataExisting","External[ ? ]","External Function","<EXTERNAL>::nn::fs","Imported","1","0"
"GetDirectoryEntryCount","External[ ? ]","External Function","<EXTERNAL>::nn::fs","Imported","1","0"
"QueryMountRomCacheSize","External[ ? ]","External Function","<EXTERNAL>::nn::fs","Imported","1","0"
"QueryMountAddOnContentCacheSize","External[ ? ]","External Function","<EXTERNAL>::nn::fs","Imported","1","0"
"MountRom","External[ ? ]","External Function","<EXTERNAL>::nn::fs","Imported","1","0"
"WriteFile","External[ ? ]","External Function","<EXTERNAL>::nn::fs","Imported","1","0"
"Initialize","External[ ? ]","External Function","<EXTERNAL>::nn::oe","Imported","1","0"
"GetOperationMode","External[ ? ]","External Function","<EXTERNAL>::nn::oe","Imported","1","0"
"GetDesiredLanguage","External[ ? ]","External Function","<EXTERNAL>::nn::oe","Imported","1","0"
"GetPerformanceMode","External[ ? ]","External Function","<EXTERNAL>::nn::oe","Imported","1","0"
"GetCurrentFocusState","External[ ? ]","External Function","<EXTERNAL>::nn::oe","Imported","1","0"
"SetPerformanceConfiguration","External[ ? ]","External Function","<EXTERNAL>::nn::oe","Imported","1","0"
"SetResumeNotificationEnabled","External[ ? ]","External Function","<EXTERNAL>::nn::oe","Imported","1","0"
"EnterExitRequestHandlingSection","External[ ? ]","External Function","<EXTERNAL>::nn::oe","Imported","1","0"
"IsUserInactivityDetectionTimeExtended","External[ ? ]","External Function","<EXTERNAL>::nn::oe","Imported","1","0"
"SetUserInactivityDetectionTimeExtended","External[ ? ]","External Function","<EXTERNAL>::nn::oe","Imported","1","0"
"SetOperationModeChangedNotificationEnabled","External[ ? ]","External Function","<EXTERNAL>::nn::oe","Imported","1","0"
"GetUserInactivityDetectionTimeExtensionMode","External[ ? ]","External Function","<EXTERNAL>::nn::oe","Imported","1","0"
"SetPerformanceModeChangedNotificationEnabled","External[ ? ]","External Function","<EXTERNAL>::nn::oe","Imported","1","0"
"SetUserInactivityDetectionTimeExtendedUnsafe","External[ ? ]","External Function","<EXTERNAL>::nn::oe","Imported","1","0"
"ConvertToTick","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"StopTimerEvent","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"WaitTimerEvent","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"FinalizeTimerEvent","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"InitializeTimerEvent","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"StartPeriodicTimerEvent","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"GetNpadState","External[ ? ]","External Function","<EXTERNAL>::nn::hid","Imported","1","0"
"GetNpadState","External[ ? ]","External Function","<EXTERNAL>::nn::hid","Imported","1","0"
"GetNpadState","External[ ? ]","External Function","<EXTERNAL>::nn::hid","Imported","1","0"
"GetMouseState","External[ ? ]","External Function","<EXTERNAL>::nn::hid","Imported","1","0"
"Update","External[ ? ]","External Function","<EXTERNAL>::nn::hid::VibrationNode","Imported","1","0"
"InitializeNpad","External[ ? ]","External Function","<EXTERNAL>::nn::hid","Imported","1","0"
"GetNpadStyleSet","External[ ? ]","External Function","<EXTERNAL>::nn::hid","Imported","1","0"
"InitializeMouse","External[ ? ]","External Function","<EXTERNAL>::nn::hid","Imported","1","0"
"Load","External[ ? ]","External Function","<EXTERNAL>::nn::hid::VibrationPlayer","Imported","1","0"
"Play","External[ ? ]","External Function","<EXTERNAL>::nn::hid::VibrationPlayer","Imported","1","0"
"Stop","External[ ? ]","External Function","<EXTERNAL>::nn::hid::VibrationPlayer","Imported","1","0"
"SetLoop","External[ ? ]","External Function","<EXTERNAL>::nn::hid::VibrationPlayer","Imported","1","0"
"VibrationPlayer","External[ ? ]","External Function","<EXTERNAL>::nn::hid::VibrationPlayer","Imported","1","0"
"~VibrationPlayer","External[ ? ]","External Function","<EXTERNAL>::nn::hid::VibrationPlayer","Imported","1","0"
"SetVibrationDeviceHandle","External[ ? ]","External Function","<EXTERNAL>::nn::hid::VibrationTarget","Imported","1","0"
"VibrationTarget","External[ ? ]","External Function","<EXTERNAL>::nn::hid::VibrationTarget","Imported","1","0"
"~VibrationTarget","External[ ? ]","External Function","<EXTERNAL>::nn::hid::VibrationTarget","Imported","1","0"
"GetKeyboardState","External[ ? ]","External Function","<EXTERNAL>::nn::hid","Imported","1","0"
"InitializeKeyboard","External[ ? ]","External Function","<EXTERNAL>::nn::hid","Imported","1","0"
"SetNpadJoyHoldType","External[ ? ]","External Function","<EXTERNAL>::nn::hid","Imported","1","0"
"GetTouchScreenStates<16ul>","External[ ? ]","External Function","<EXTERNAL>::nn::hid","Imported","1","0"
"InitializeTouchScreen","External[ ? ]","External Function","<EXTERNAL>::nn::hid","Imported","1","0"
"GetVibrationDeviceInfo","External[ ? ]","External Function","<EXTERNAL>::nn::hid","Imported","1","0"
"SetSupportedNpadIdType","External[ ? ]","External Function","<EXTERNAL>::nn::hid","Imported","1","0"
"Disconnect","External[ ? ]","External Function","<EXTERNAL>::nn::hid::VibrationNodeConnection","Imported","1","0"
"SetModulation","External[ ? ]","External Function","<EXTERNAL>::nn::hid::VibrationNodeConnection","Imported","1","0"
"Connect","External[ ? ]","External Function","<EXTERNAL>::nn::hid::VibrationNodeConnection","Imported","1","0"
"VibrationNodeConnection","External[ ? ]","External Function","<EXTERNAL>::nn::hid::VibrationNodeConnection","Imported","1","0"
"~VibrationNodeConnection","External[ ? ]","External Function","<EXTERNAL>::nn::hid::VibrationNodeConnection","Imported","1","0"
"SetSupportedNpadStyleSet","External[ ? ]","External Function","<EXTERNAL>::nn::hid","Imported","1","0"
"GetVibrationDeviceHandles","External[ ? ]","External Function","<EXTERNAL>::nn::hid","Imported","1","0"
"InitializeVibrationDevice","External[ ? ]","External Function","<EXTERNAL>::nn::hid","Imported","1","0"
"NotNullImpl","External[ ? ]","External Function","<EXTERNAL>::nn::diag::detail","Imported","1","0"
"OnAssertionFailure","External[ ? ]","External Function","<EXTERNAL>::nn::diag::detail","Imported","1","0"
"AbortImpl","External[ ? ]","External Function","<EXTERNAL>::nn::diag::detail","Imported","1","0"
"Initialize","External[ ? ]","External Function","<EXTERNAL>::nn::time","Imported","1","0"
"Finalize","External[ ? ]","External Function","<EXTERNAL>::nn::time","Imported","1","0"
"Initialize","External[ ? ]","External Function","<EXTERNAL>::nn::account","Imported","1","0"
"ListAllUsers","External[ ? ]","External Function","<EXTERNAL>::nn::account","Imported","1","0"
"OpenPreselectedUser","External[ ? ]","External Function","<EXTERNAL>::nn::account","Imported","1","0"
"CloseUser","External[ ? ]","External Function","<EXTERNAL>::nn::account","Imported","1","0"
"GetAvailableLanguageCodes","External[ ? ]","External Function","<EXTERNAL>::nn::settings","Imported","1","0"
"GetAvailableLanguageCodeCount","External[ ? ]","External Function","<EXTERNAL>::nn::settings","Imported","1","0"
"IsLoaded","External[ ? ]","External Function","<EXTERNAL>::nn::hid::VibrationPlayer","Imported","1","0"
"IsPlaying","External[ ? ]","External Function","<EXTERNAL>::nn::hid::VibrationPlayer","Imported","1","0"
"notify_all","External[ ? ]","External Function","<EXTERNAL>::std::condition_variable","Imported","1","0"
"notify_one","External[ ? ]","External Function","<EXTERNAL>::std::condition_variable","Imported","1","0"
"wait","External[ ? ]","External Function","<EXTERNAL>::std::condition_variable","Imported","1","0"
"~condition_variable","External[ ? ]","External Function","<EXTERNAL>::std::condition_variable","Imported","1","0"
"lock","External[ ? ]","External Function","<EXTERNAL>::std::mutex","Imported","1","0"
"unlock","External[ ? ]","External Function","<EXTERNAL>::std::mutex","Imported","1","0"
"~mutex","External[ ? ]","External Function","<EXTERNAL>::std::mutex","Imported","1","0"
"strcasestr","External[ ? ]","External Function","<EXTERNAL>","Imported","1","0"
"wcscpy","External[ ? ]","External Function","<EXTERNAL>","Imported","1","0"
"wcslen","External[ ? ]","External Function","<EXTERNAL>","Imported","1","0"
"sqrt","External[ ? ]","External Function","<EXTERNAL>","Imported","1","0"
"CreateThread","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"FinalizeFiber","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"SwitchToFiber","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"GetCurrentFiber","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"InitializeFiber","External[ ? ]","External Function","<EXTERNAL>::nn::os","Imported","1","0"
"GetBacktrace","External[ ? ]","External Function","<EXTERNAL>::nn::diag","Imported","1","0"
"GetSymbolName","External[ ? ]","External Function","<EXTERNAL>::nn::diag","Imported","1","0"
"GetSpanBetween","External[ ? ]","External Function","<EXTERNAL>::nn::time","Imported","1","0"
"ToCalendarTime","External[ ? ]","External Function","<EXTERNAL>::nn::time","Imported","1","0"
"GetCurrentTimePoint","External[ ? ]","External Function","<EXTERNAL>::nn::time::StandardSteadyClock","Imported","1","0"
"GetCurrentTime","External[ ? ]","External Function","<EXTERNAL>::nn::time::StandardUserSystemClock","Imported","1","0"
"__cxa_demangle","External[ ? ]","External Function","<EXTERNAL>","Imported","1","0"
"localtime","External[ ? ]","External Function","<EXTERNAL>","Imported","1","0"
"time","External[ ? ]","External Function","<EXTERNAL>","Imported","1","0"
"TryPopNotificationMessage","External[ ? ]","External Function","<EXTERNAL>::nn::oe","Imported","1","0"
"LeaveExitRequestHandlingSection","External[ ? ]","External Function","<EXTERNAL>::nn::oe","Imported","1","0"
"now","External[ ? ]","External Function","<EXTERNAL>::std::chrono::system_clock","Imported","1","0"
"SetLanguageCode","External[ ? ]","External Function","<EXTERNAL>::nn::err::ApplicationErrorArg","Imported","1","0"
"SetDialogMessage","External[ ? ]","External Function","<EXTERNAL>::nn::err::ApplicationErrorArg","Imported","1","0"
"SetFullScreenMessage","External[ ? ]","External Function","<EXTERNAL>::nn::err::ApplicationErrorArg","Imported","1","0"
"SetApplicationErrorCodeNumber","External[ ? ]","External Function","<EXTERNAL>::nn::err::ApplicationErrorArg","Imported","1","0"
"ApplicationErrorArg","External[ ? ]","External Function","<EXTERNAL>::nn::err::ApplicationErrorArg","Imported","1","0"
"ShowApplicationError","External[ ? ]","External Function","<EXTERNAL>::nn::err","Imported","1","0"
"ShowError","External[ ? ]","External Function","<EXTERNAL>::nn::err","Imported","1","0"
"Make","External[ ? ]","External Function","<EXTERNAL>::nn::settings::LanguageCode","Imported","1","0"
"UnexpectedDefaultImpl","External[ ? ]","External Function","<EXTERNAL>::nn::detail","Imported","1","0"
"Initialize","External[ ? ]","External Function","<EXTERNAL>::nn::vi","Imported","1","0"
"CreateLayer","External[ ? ]","External Function","<EXTERNAL>::nn::vi","Imported","1","0"
"CloseDisplay","External[ ? ]","External Function","<EXTERNAL>::nn::vi","Imported","1","0"
"DestroyLayer","External[ ? ]","External Function","<EXTERNAL>::nn::vi","Imported","1","0"
"GetNativeWindow","External[ ? ]","External Function","<EXTERNAL>::nn::vi","Imported","1","0"
"OpenDefaultDisplay","External[ ? ]","External Function","<EXTERNAL>::nn::vi","Imported","1","0"
"SetLayerScalingMode","External[ ? ]","External Function","<EXTERNAL>::nn::vi","Imported","1","0"
